data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,132,21-09-2018 12:55,133.3578157,185,110,153.7817,1.681818182,28,18,24.9324,1.555555556
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,154,21-09-2018 12:29,154.3792461,211,126,176.4791,1.674603175,25,16,22.6974,1.5625
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,176,21-09-2018 11:39,177.8884846,261,144,202.3896,1.8125,50,18,25.9106,2.777777778
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,198,21-09-2018 11:11,198.4642853,289,161,226.5994,1.795031056,27,17,24.2098,1.588235294
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,220,21-09-2018 10:31,220.9357675,329,180,253.5154,1.827777778,40,19,26.916,2.105263158
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,242,21-09-2018 10:03,243.2416441,357,197,276.5493,1.812182741,27,16,23.0339,1.6875
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,264,21-09-2018 09:29,265.3262364,391,213,299.955,1.835680751,33,16,23.4058,2.0625
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,286,21-09-2018 09:01,286.2459417,419,230,323.5915,1.82173913,27,16,23.6365,1.6875
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,308,21-09-2018 07:49,308.6317613,491,252,354.8217,1.948412698,72,22,31.2301,3.272727273
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,330,21-09-2018 06:51,330.969581,549,268,377.8525,2.048507463,58,16,23.0308,3.625
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,352,21-09-2018 05:51,353.7653128,609,304,426.6998,2.003289474,59,35,48.8473,1.685714286
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,374,21-09-2018 05:15,374.2510004,645,316,446.2755,2.041139241,35,28,39.9489,1.25
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,396,21-09-2018 04:39,397.6729039,681,329,463.4717,2.069908815,35,23,32.573,1.52173913
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,418,21-09-2018 04:17,419.6201371,703,345,486.9357,2.037681159,22,16,23.464,1.375
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,440,21-09-2018 03:45,441.8780612,735,366,516.1344,2.008196721,32,20,29.1987,1.6
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,462,21-09-2018 03:09,462.7607336,771,382,539.1561,2.018324607,36,16,23.0216,2.25
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,484,21-09-2018 02:37,484.3061498,803,405,572.316,1.982716049,31,23,33.1599,1.347826087
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,TRUE,506,21-09-2018 02:05,506.5503979,835,423,596.816,1.973995272,32,17,24.5,1.882352941
training,19-09-2018 20:58,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153739072569972913,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),21-09-2018 01:17,21-09-2018 17:21,964,FALSE,510,21-09-2018 01:49,510.9753923,852,432,602.3859,1.972222222,16,9,5.5699,1.777777778
training,24-09-2018 00:05,thanos::sroute:c324926d-512f-4b7d-892c-9b345d499c47,Carting,trip-153774751596760998,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),IND442605AAA,Gadchiroli_Central_DPP_1 (Maharashtra),24-09-2018 10:38,24-09-2018 13:21,163,TRUE,9,24-09-2018 12:45,9.642566539,23,8,11.9386,2.875,23,8,11.9386,2.875
training,24-09-2018 00:05,thanos::sroute:c324926d-512f-4b7d-892c-9b345d499c47,Carting,trip-153774751596760998,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),IND442605AAA,Gadchiroli_Central_DPP_1 (Maharashtra),24-09-2018 10:38,24-09-2018 13:21,163,TRUE,18,24-09-2018 12:31,19.09724526,37,15,21.6501,2.466666667,13,6,9.7114,2.166666667
training,24-09-2018 00:05,thanos::sroute:c324926d-512f-4b7d-892c-9b345d499c47,Carting,trip-153774751596760998,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),IND442605AAA,Gadchiroli_Central_DPP_1 (Maharashtra),24-09-2018 10:38,24-09-2018 13:21,163,TRUE,27,24-09-2018 12:23,27.13287915,45,21,29.9972,2.142857143,7,5,8.3471,1.4
training,24-09-2018 00:05,thanos::sroute:c324926d-512f-4b7d-892c-9b345d499c47,Carting,trip-153774751596760998,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),IND442605AAA,Gadchiroli_Central_DPP_1 (Maharashtra),24-09-2018 10:38,24-09-2018 13:21,163,TRUE,36,24-09-2018 12:03,37.10443952,65,31,43.2812,2.096774194,20,10,13.284,2
training,24-09-2018 00:05,thanos::sroute:c324926d-512f-4b7d-892c-9b345d499c47,Carting,trip-153774751596760998,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),IND442605AAA,Gadchiroli_Central_DPP_1 (Maharashtra),24-09-2018 10:38,24-09-2018 13:21,163,TRUE,45,24-09-2018 11:35,45.26879215,93,40,52.2097,2.325,27,8,8.9285,3.375
training,24-09-2018 00:05,thanos::sroute:c324926d-512f-4b7d-892c-9b345d499c47,Carting,trip-153774751596760998,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),IND442605AAA,Gadchiroli_Central_DPP_1 (Maharashtra),24-09-2018 10:38,24-09-2018 13:21,163,FALSE,50,24-09-2018 11:05,50.30085401,123,45,57.9116,2.733333333,30,5,5.7019,6
training,15-09-2018 02:53,thanos::sroute:c26e777d-784f-4806-9c66-7adeb9c08248,Carting,trip-153698001814396526,IND700028AAB,CCU_DumDum_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),15-09-2018 02:53,15-09-2018 04:22,88,TRUE,9,15-09-2018 03:25,9.732093853,18,9,11.7703,2,18,9,11.7703,2
training,15-09-2018 02:53,thanos::sroute:c26e777d-784f-4806-9c66-7adeb9c08248,Carting,trip-153698001814396526,IND700028AAB,CCU_DumDum_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),15-09-2018 02:53,15-09-2018 04:22,88,FALSE,15,15-09-2018 03:07,15.57697889,36,19,23.2265,1.894736842,18,10,11.4562,1.8
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,9,21-09-2018 06:53,10.74269256,66,23,14.8313,2.869565217,66,23,14.8313,2.869565217
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,18,21-09-2018 06:41,19.06028495,78,36,34.1888,2.166666667,11,29,18.3092,0.379310345
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,27,21-09-2018 06:29,27.00946723,90,49,49.6866,1.836734694,11,19,14.4983,0.578947368
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,36,21-09-2018 06:09,40.31540122,110,62,68.2277,1.774193548,20,19,13.8898,1.052631579
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,45,21-09-2018 05:57,46.52362185,122,66,71.3012,1.848484848,12,16,10.2083,0.75
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,54,21-09-2018 05:35,57.21249155,144,82,87.4163,1.756097561,21,30,19.7007,0.7
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,63,21-09-2018 05:23,63.86802723,156,77,93.2955,2.025974026,12,21,14.0905,0.571428571
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,TRUE,72,21-09-2018 04:57,73.110723,182,96,118.2526,1.895833333,26,23,21.1606,1.130434783
training,21-09-2018 02:09,thanos::sroute:e3e7c92f-55a9-4ecb-a4a7-919bbb7a6759,Carting,trip-153749579525407261,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),21-09-2018 02:09,21-09-2018 08:04,354,FALSE,69,21-09-2018 04:37,69.97185482,202,94,87.7128,2.14893617,19,7,6.3552,2.714285714
test,27-09-2018 00:41,thanos::sroute:8a120994-f577-4491-9e4b-b7e4a1479d2f,Carting,trip-153800890376792315,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140603AAA,Zirakpur_DC (Punjab),27-09-2018 00:41,27-09-2018 02:19,98,TRUE,9,27-09-2018 02:00,10.11414646,12,7,10.1872,1.714285714,12,7,10.1872,1.714285714
test,27-09-2018 00:41,thanos::sroute:8a120994-f577-4491-9e4b-b7e4a1479d2f,Carting,trip-153800890376792315,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140603AAA,Zirakpur_DC (Punjab),27-09-2018 00:41,27-09-2018 02:19,98,TRUE,18,27-09-2018 01:48,18.86709219,24,18,20.6217,1.333333333,12,11,10.4345,1.090909091
test,27-09-2018 00:41,thanos::sroute:8a120994-f577-4491-9e4b-b7e4a1479d2f,Carting,trip-153800890376792315,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140603AAA,Zirakpur_DC (Punjab),27-09-2018 00:41,27-09-2018 02:19,98,FALSE,26,27-09-2018 01:38,26.42468398,34,28,28.818,1.214285714,9,10,8.1963,0.9
test,27-09-2018 00:41,thanos::sroute:8a120994-f577-4491-9e4b-b7e4a1479d2f,Carting,trip-153800890376792315,IND160102AAD,Chandigarh_Raiprkln_C (Chandigarh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),27-09-2018 04:56,27-09-2018 06:10,74,FALSE,30,27-09-2018 05:26,30.22483323,41,33,42.8529,1.242424242,41,33,42.8529,1.242424242
test,02-10-2018 20:37,thanos::sroute:ee636899-3dc8-4f0a-b17a-470526919b25,Carting,trip-153851264297604033,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),02-10-2018 20:37,02-10-2018 21:51,74,TRUE,9,02-10-2018 21:32,9.105108709,12,18,15.5422,0.666666667,12,18,15.5422,0.666666667
test,02-10-2018 20:37,thanos::sroute:ee636899-3dc8-4f0a-b17a-470526919b25,Carting,trip-153851264297604033,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),02-10-2018 20:37,02-10-2018 21:51,74,TRUE,18,02-10-2018 21:11,19.41516952,33,31,29.4324,1.064516129,21,24,24.8466,0.875
test,02-10-2018 20:37,thanos::sroute:ee636899-3dc8-4f0a-b17a-470526919b25,Carting,trip-153851264297604033,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),02-10-2018 20:37,02-10-2018 21:51,74,FALSE,19,02-10-2018 21:11,19.2928074,33,31,29.4324,1.064516129,0,0,0,-1
training,13-09-2018 20:37,thanos::sroute:475d1cb7-ed37-46d3-932f-c6dbf6a88887,Carting,trip-153687106925054023,IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),13-09-2018 20:37,14-09-2018 10:41,843,TRUE,9,14-09-2018 10:23,9.072603977,18,12,12.7441,1.5,18,12,12.7441,1.5
training,13-09-2018 20:37,thanos::sroute:475d1cb7-ed37-46d3-932f-c6dbf6a88887,Carting,trip-153687106925054023,IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),13-09-2018 20:37,14-09-2018 10:41,843,TRUE,18,14-09-2018 10:03,18.89523776,37,21,23.2221,1.761904762,19,9,10.478,2.111111111
training,13-09-2018 20:37,thanos::sroute:475d1cb7-ed37-46d3-932f-c6dbf6a88887,Carting,trip-153687106925054023,IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),13-09-2018 20:37,14-09-2018 10:41,843,TRUE,27,14-09-2018 09:45,31.65052255,55,34,36.8281,1.617647059,17,12,13.606,1.416666667
training,13-09-2018 20:37,thanos::sroute:475d1cb7-ed37-46d3-932f-c6dbf6a88887,Carting,trip-153687106925054023,IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),13-09-2018 20:37,14-09-2018 10:41,843,TRUE,36,14-09-2018 09:33,40.25351716,67,45,46.1212,1.488888889,12,11,9.2931,1.090909091
training,13-09-2018 20:37,thanos::sroute:475d1cb7-ed37-46d3-932f-c6dbf6a88887,Carting,trip-153687106925054023,IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),13-09-2018 20:37,14-09-2018 10:41,843,TRUE,45,14-09-2018 09:07,45.85388669,94,53,56.974,1.773584906,26,9,10.8648,2.888888889
training,13-09-2018 20:37,thanos::sroute:475d1cb7-ed37-46d3-932f-c6dbf6a88887,Carting,trip-153687106925054023,IND000000AEL,Delhi_PunjabiB_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),13-09-2018 20:37,14-09-2018 10:41,843,FALSE,50,14-09-2018 08:53,50.70227144,107,58,63.0279,1.844827586,13,5,6.0539,2.6
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,TRUE,22,20-09-2018 20:02,27.37189187,41,22,31.3993,1.863636364,41,22,31.3993,1.863636364
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,TRUE,44,20-09-2018 19:26,45.05835256,78,36,51.2605,2.166666667,36,14,19.8612,2.571428571
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,TRUE,66,20-09-2018 18:50,67.38676996,113,53,75.5569,2.132075472,35,25,24.3312,1.4
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,TRUE,88,20-09-2018 18:18,88.8501611,145,70,98.9866,2.071428571,32,16,23.4296,2
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,TRUE,110,20-09-2018 17:48,110.6336208,176,85,121.5705,2.070588235,30,15,22.584,2
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,TRUE,132,20-09-2018 17:12,132.8965941,212,102,144.9255,2.078431373,36,16,23.3549,2.25
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),20-09-2018 13:04,20-09-2018 20:53,469,FALSE,146,20-09-2018 16:56,146.3997143,228,112,158.5797,2.035714286,16,9,13.6543,1.777777778
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),21-09-2018 00:13,21-09-2018 06:20,366,TRUE,22,21-09-2018 02:36,23.2526658,37,17,25.1331,2.176470588,37,17,25.1331,2.176470588
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),21-09-2018 00:13,21-09-2018 06:20,366,TRUE,44,21-09-2018 02:06,44.38316555,67,34,49.0169,1.970588235,29,16,23.8838,1.8125
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),21-09-2018 00:13,21-09-2018 06:20,366,FALSE,62,21-09-2018 01:38,62.80746903,96,49,70.5782,1.959183673,28,15,21.5613,1.866666667
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),21-09-2018 06:20,21-09-2018 10:32,251,TRUE,22,21-09-2018 09:54,22.25999848,26,16,22.8631,1.625,26,16,22.8631,1.625
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),21-09-2018 06:20,21-09-2018 10:32,251,TRUE,44,21-09-2018 09:24,44.44217704,56,31,45.0532,1.806451613,30,15,22.1901,2
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),21-09-2018 06:20,21-09-2018 10:32,251,TRUE,66,21-09-2018 08:58,66.45027254,81,47,67.1555,1.723404255,25,15,22.1023,1.666666667
training,20-09-2018 13:04,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,FTL,trip-153744864881414320,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),21-09-2018 06:20,21-09-2018 10:32,251,FALSE,85,21-09-2018 08:34,85.03246224,105,60,85.8335,1.75,24,13,18.678,1.846153846
test,28-09-2018 23:37,thanos::sroute:93e79245-5b15-46fd-b1ac-c5b66736b4fc,FTL,trip-153817787654562938,IND361001AAA,Jamnagar_Dc (Gujarat),IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),29-09-2018 02:36,29-09-2018 04:08,91,TRUE,22,29-09-2018 03:33,22.90013153,33,19,25.3131,1.736842105,33,19,25.3131,1.736842105
test,28-09-2018 23:37,thanos::sroute:93e79245-5b15-46fd-b1ac-c5b66736b4fc,FTL,trip-153817787654562938,IND361001AAA,Jamnagar_Dc (Gujarat),IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),29-09-2018 02:36,29-09-2018 04:08,91,TRUE,44,29-09-2018 02:55,44.06489635,72,35,48.4457,2.057142857,38,16,23.1326,2.375
test,28-09-2018 23:37,thanos::sroute:93e79245-5b15-46fd-b1ac-c5b66736b4fc,FTL,trip-153817787654562938,IND361001AAA,Jamnagar_Dc (Gujarat),IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),29-09-2018 02:36,29-09-2018 04:08,91,FALSE,50,29-09-2018 02:43,50.67487492,84,41,55.5618,2.048780488,12,5,7.1161,2.4
test,28-09-2018 23:37,thanos::sroute:93e79245-5b15-46fd-b1ac-c5b66736b4fc,FTL,trip-153817787654562938,IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),IND361315AAA,Bhatiya_Kalyanpr_D (Gujarat),29-09-2018 04:08,29-09-2018 05:00,52,TRUE,22,29-09-2018 04:37,23.96170597,21,17,24.9251,1.235294118,21,17,24.9251,1.235294118
test,28-09-2018 23:37,thanos::sroute:93e79245-5b15-46fd-b1ac-c5b66736b4fc,FTL,trip-153817787654562938,IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),IND361315AAA,Bhatiya_Kalyanpr_D (Gujarat),29-09-2018 04:08,29-09-2018 05:00,52,FALSE,40,29-09-2018 04:16,40.95822106,43,30,43.2344,1.433333333,21,13,18.3093,1.615384615
test,28-09-2018 23:37,thanos::sroute:93e79245-5b15-46fd-b1ac-c5b66736b4fc,FTL,trip-153817787654562938,IND361315AAA,Bhatiya_Kalyanpr_D (Gujarat),IND361335AAA,Dwarka_StnRoad_DC (Gujarat),29-09-2018 05:00,29-09-2018 05:50,49,TRUE,22,29-09-2018 05:23,22.69767608,23,16,23.9342,1.4375,23,16,23.9342,1.4375
